gene	Ctrl-1	Ctrl-2	Ctrl-3	Ctrl-4	XM1845_OE-1	XM1845_OE-2	XM1845_OE-3	XM1845_OE-4
CHCHD4	18.847105	16.361679	16.738941	17.976746	14.679743	14.884641	14.614279	16.951046
DPPA2	0.756813	0.293858	0	0.413074	0.09107	0.353858	0.161218	0.251027
SGO2	7.065636	9.835747	11.156609	12.988761	13.035792	8.803833	9.820678	9.466044
SERPINI1	7.44067	5.43148	5.194624	7.707027	7.074007	5.601807	5.026939	5.75244
CLASP2	25.066832	27.938858	21.527672	26.35342	23.383205	30.829819	26.096458	24.371649
SUCLG1	68.65432	60.790638	55.099792	68.344376	57.431957	56.041267	60.504513	61.161655
NUAK2	2.806884	3.412381	2.703165	3.497311	3.173336	3.766436	3.620149	3.841495
PRKCI	24.597654	29.360943	22.636415	26.088564	22.768917	19.554693	22.356436	21.521126
IFI16	7.218047	8.712628	11.033725	9.311856	7.784965	6.93539	6.691422	7.54016
EFHB	0	0.51986	0	0	0.56227	0	0	0
EIF5A2	0.635565	1.664011	1.043149	0.99249	0.774652	0.830248	2.59783	1.018607
RPL22L1	25.147001	21.612719	20.824886	23.357304	12.642671	14.013712	19.350437	17.77367
PPM1L	0.227687	0.058576	0.060697	0.136187	0.051835	0.044758	0.076648	0.084459
ICA1L	0.081116	0.064911	0.092277	0.092302	0.04787	0.042886	0.063455	0.0982
RYBP	4.388174	4.523171	5.158852	5.957489	4.65791	4.838532	4.665082	4.38755
PPP4R2	9.888946	12.04322	13.717544	17.14192	14.604777	11.787489	15.104912	13.738217
CD200R1	0	0	0	0	0	0	0.030196	0.047183
GTPBP8	8.357163	8.033297	8.616041	8.698277	8.408669	8.39599	6.227362	9.970461
NEPRO	16.283384	17.783344	18.424122	19.081924	16.094877	16.514822	14.940596	16.184414
SPICE1	9.421047	7.885278	11.118731	11.566582	6.501029	5.089976	7.355838	7.95583
CCDC191	1.697782	1.310045	1.965125	0.837108	1.785034	2.032578	0.914743	1.327696
WDFY3	1.12501	2.482846	1.027548	3.624035	2.594632	0.679692	1.074615	1.868595
COX18	1.468392	1.579135	2.421074	3.704951	1.773138	3.275165	3.137987	4.474556
PTPN13	6.088025	6.930355	6.597637	6.490143	4.860782	5.648539	6.89623	7.494614
C3orf49	0	0	0	0.315382	0	0	0	0.235849
C4orf36	2.088868	1.551242	2.125434	2.458667	1.99383	1.275395	0.676467	1.605063
THOC7	57.480366	58.585808	62.507294	67.456604	50.17017	43.502464	50.220135	54.052109
ATXN7	10.840899	5.027518	13.687393	11.689024	7.994948	12.120506	13.254289	8.788282
PSMD6	32.758038	34.459446	30.730589	29.071114	33.208065	30.261883	35.288967	33.101929
PRICKLE2	0.082151	0.08534	0.108698	0.052166	0.072197	0.034779	0.085445	0.123873
PPM1K	0.288243	0.276564	0.207512	0.134756	0.189399	0.209	0.322051	0.138336
GMPS	31.840204	37.558662	35.327339	35.822105	33.727123	38.103172	31.329836	23.710024
TIPARP	15.168174	14.935412	14.937512	17.54755	12.928953	14.054936	11.696715	14.617692
CCNL1	38.13131	42.348839	35.372868	35.045235	44.927139	36.687637	34.408241	42.419636
PTX3	0.060214	0	0	0	0	0	0.060277	0
HESX1	0	0.509431	0.150337	0	0.256776	0	0.189897	0
SLMAP	12.257587	12.451028	13.633304	19.049442	15.137509	21.479937	15.324503	18.672632
RPL9	261.813141	292.111084	189.778107	278.071838	208.833099	212.642181	213.95343	197.041534
SMIM14	4.894941	9.025938	4.472543	4.647874	6.501814	5.238291	3.118687	3.385785
RPP14	5.609599	5.580716	6.792655	4.318207	0.957237	2.42272	4.538767	5.130391
ABHD6	2.254946	2.012904	3.245691	2.245534	3.513428	2.96421	3.954209	3.114524
RBM47	5.21088	5.423848	5.444201	3.361372	3.982292	4.425437	5.608414	5.942153
APBB2	4.6605	7.877121	5.811736	5.936392	6.651022	6.74207	8.063633	7.42142
IL17RE	0.166405	0.103675	0.220426	0.042832	0.200271	0	0.145758	0
IL17RC	12.189359	10.481462	10.708357	9.446202	10.841328	12.856261	9.431499	10.162277
CRELD1	6.277876	4.555733	6.411717	4.334707	5.943079	6.950313	7.618747	7.929748
PRRT3	1.454508	1.057169	0.877992	0.882101	1.227682	1.118443	1.154179	1.124696
PCOLCE2	11.344295	11.553157	10.663245	11.784691	11.328921	7.086111	7.872552	7.772765
U2SURP	83.666656	132.82309	146.440872	146.895493	136.492233	128.094788	88.195129	133.812973
MTMR14	13.630436	13.387159	9.747728	12.86071	11.96508	12.766516	13.049149	13.815924
TTC14	7.431681	11.234852	11.801798	9.313299	7.274744	10.657078	9.467652	10.560754
CXCL3	0.229756	0.499453	0.440291	0.312481	0.322388	0.218045	0.147995	0.672084
MTHFD2L	6.351949	5.435249	2.990781	4.533535	4.688478	4.302708	4.272753	5.285311
RCHY1	6.774836	4.928154	5.599319	6.103249	7.110246	8.172668	5.204563	8.522413
PLSCR2	0	0	0	0	0	0.254158	0	0
CPA3	0.097617	0	0	0.100504	0	0	0	0
GYG1	22.334368	24.108639	20.283737	29.53038	22.418226	28.522747	19.530746	24.032804
HPS3	30.262566	27.341354	32.993496	33.937691	30.464792	30.440399	25.809311	31.04866
TOPBP1	44.026699	60.113922	53.035236	47.843563	50.609982	53.762043	42.680676	49.545593
RYK	31.98175	39.280361	35.206509	40.482315	33.966743	39.752144	33.690353	36.616741
SNRK	3.0528	5.472613	4.400629	4.047323	3.862899	5.625286	3.94842	4.602758
TCF23	0	0	0	0.030794	0	0	0	0.016277
DNAJC5G	0	0	0	0	0	0	0.048317	0
UCN	0.695724	0.962348	1.141741	0.226924	0.855066	0.70352	0.807005	0.509475
ZNF513	3.52306	3.318812	4.236671	2.161819	2.609578	3.330235	3.492864	2.50412
SLC4A1AP	9.87523	9.6785	11.219415	9.953399	12.119017	11.725028	11.387127	9.624835
PLB1	0.062307	0.088501	0.062439	0.03527	0.035549	0.059198	0.361623	0.097988
SPDYA	1.365738	3.130513	0.83224	0.884825	0.978979	1.443693	1.097489	1.07838
KIAA1143	9.697844	11.13301	11.766305	11.283319	10.954762	8.397954	11.318025	9.471822
KIF15	11.484127	9.830309	11.250017	12.998006	12.009883	9.731463	10.448413	9.823842
TGM4	0.034135	0	0	0	0	0	0.051774	0
WDR43	54.608738	54.626633	56.902573	70.777565	64.672653	39.897583	41.32399	61.852753
ZDHHC3	26.802958	26.451082	32.635777	28.45645	31.306965	29.561968	30.173307	28.480576
CDCP1	0.241374	0.287922	0.233339	0.186453	0.359573	0.162268	0.131713	0.25954
CLEC3B	0.497966	0.497642	1.11966	0.550518	0.34856	0.672233	0.437273	0.663927
SLC6A20	0	0	0	0.017176	0	0	0	0
LZTFL1	5.417408	6.297976	9.611609	7.391159	12.233291	8.567383	8.798716	8.49572
FYCO1	6.308426	4.100885	5.435534	5.069968	4.334734	4.624599	4.117735	4.467784
LRRC2	0.014964	0.021234	0.015904	0.025941	0	0.027417	0.022929	0.01248
ELP6	26.866991	23.616358	20.118544	23.53643	19.162834	22.529821	22.853777	20.223997
DTX3L	8.311161	8.329224	8.006079	10.288868	10.406404	11.204142	8.790508	8.864552
ZNF148	14.447095	9.133199	12.514698	14.914694	19.513117	10.198648	16.961407	10.955768
SMIM12	14.869184	18.858612	9.266269	11.208246	19.378281	12.256858	11.28282	16.764114
ZMYM6	5.017466	6.215938	6.53062	7.137787	6.530712	5.871569	5.399738	7.218979
TPRA1	32.861664	31.692636	28.904497	26.977324	31.663706	39.364388	32.512142	34.7551
YEATS2	14.474041	13.176701	15.31394	14.000657	12.658228	13.727404	14.423337	13.338957
ZC3H12A	10.824708	11.230364	9.208467	8.482525	9.929029	13.356574	11.620775	11.499347
MEAF6	24.306519	21.80501	22.772768	23.403767	24.622467	25.195385	23.758629	24.204222
SNIP1	5.837461	4.975511	7.740263	6.020982	6.248485	6.974834	5.671746	5.535584
DNALI1	0.033009	0.032905	0.041674	0.08496	0.034647	0.137888	0	0.049049
POLR2H	42.110836	36.735344	39.072884	38.657345	36.141502	41.399784	40.641064	34.07346
CAMK2N2	1.555705	1.514538	0.541411	0.782037	0.923806	1.12722	1.234984	1.312723
LIPH	1.597825	2.06571	1.535149	1.78493	1.594324	3.028567	2.695204	1.716194
TMEM41A	8.087157	6.802887	6.135946	2.896721	6.763283	7.670674	7.096328	6.355885
RPN1	138.355286	125.466064	143.10463	119.47715	124.822632	125.03569	122.265388	126.263962
SENP2	17.028944	15.293963	18.333973	15.366577	11.078208	14.658838	12.263617	17.119085
HEYL	0.031908	0	0	0	0.068806	0.038193	0.031942	0.03161
IFT122	17.583359	19.780539	21.085649	16.241163	17.201855	15.524206	17.331364	17.695547
RFC4	58.625908	67.257912	52.423653	61.777084	54.862267	50.058102	42.381439	51.904865
RPL39L	33.643059	17.587963	33.135563	11.557174	34.20731	34.569321	30.693003	31.240196
BAP1	24.257524	29.215725	17.848724	19.774614	19.748276	21.162285	30.386097	21.098444
TKT	254.78656	256.859558	248.421417	238.713531	277.700684	303.736084	275.812531	265.249817
PRKCD	12.116259	13.103607	11.348673	10.952562	12.368661	11.192916	11.210936	11.501902
RFT1	4.724212	4.422681	6.120099	5.033597	7.367255	7.122928	7.029632	3.932358
SFMBT1	9.869446	8.431759	9.261065	10.150891	9.575535	9.987125	11.927273	10.476525
GNL3	72.105324	63.473995	75.521896	79.125648	74.142181	65.490891	70.84803	70.69075
PBRM1	9.227446	9.917507	11.609914	9.496402	10.236746	13.380601	11.598316	11.433981
UVSSA	2.126778	1.827966	2.757457	1.482666	2.293304	2.30702	2.453475	1.668946
FAM208A	20.12051	22.42494	22.129763	26.762001	22.741972	23.445726	22.693975	22.414614
ARHGEF3	7.019237	5.361701	6.230494	9.073927	5.02583	5.603286	5.577218	6.975536
SLBP	41.654938	39.974579	39.127171	36.304935	41.614655	37.540035	40.513603	37.004013
LRPAP1	10.216524	9.281559	7.570624	6.339614	9.400486	9.595368	8.217949	9.63083
SLC51A	0.403118	1.033601	1.703256	0.23967	0.450604	0.58388	0.720866	0.296682
UBXN7	9.721703	11.371632	11.086247	10.580202	11.366731	9.669822	10.526796	10.639116
RNF168	7.946751	8.558264	7.712682	7.91843	7.51427	8.886473	7.497606	7.691936
PIGX	9.265119	8.452983	8.430497	11.493879	5.830056	8.789263	8.291427	8.893283
MELTF	14.605143	10.238448	9.293534	7.477853	7.80033	9.076479	9.648645	10.123645
S100P	25.040098	24.413429	20.938658	21.483194	19.492434	19.815266	19.582542	19.732145
ABLIM2	6.084837	6.319082	5.815612	5.50264	6.75325	6.271954	6.485775	6.393514
EXO5	4.225309	6.209459	4.401925	5.867039	6.367877	4.921599	5.79375	6.614058
CLDN19	0	0	0	0	0	0.041745	0	0
C1orf50	6.361883	6.210378	5.026981	6.962057	6.50806	5.920803	4.736658	5.915827
ERMAP	3.507571	3.221452	2.640331	3.300479	3.547273	3.277201	3.593566	3.312004
ZNF691	4.875288	5.871189	6.577793	4.314117	6.777575	4.494495	7.314068	6.045968
AIMP1	24.673798	26.503298	25.205971	28.433357	23.800787	24.858566	24.022596	24.81011
SGMS2	5.415625	10.254888	6.787432	7.182633	6.862482	7.103395	6.930189	6.463944
METAP1	23.564713	33.812828	32.780869	39.29343	31.335119	29.189573	30.458792	30.219715
DNAJB14	4.403671	5.155696	4.876567	6.371568	5.319653	7.375348	5.171597	5.590903
H2AFZ	230.045593	170.282944	109.307396	191.123947	142.301575	148.482376	154.05072	145.574814
SLC9B1	0.231992	0.0791	0	0	0.145014	0	0	0.186955
SLC9B2	10.117672	8.511677	7.419355	11.060229	8.649849	6.837072	7.22568	7.945752
BDH2	6.205956	7.386936	7.658486	7.467595	5.535308	5.830099	7.528936	5.722255
PGRMC2	24.104401	27.640686	35.940823	38.342293	31.286079	24.917065	21.584166	24.402473
CDC25A	19.95002	16.964275	14.651826	16.277788	17.760532	20.054506	17.803984	20.577909
ZNF589	6.520923	4.423453	5.572659	5.319685	5.293299	4.815352	5.977245	6.242379
FBXW12	0.105712	0	0	0.054968	0	0.095858	0	0
PLXNB1	29.500198	28.812269	36.726597	22.800152	20.102718	22.051702	29.508785	26.999025
CCDC51	21.09782	22.06933	14.797437	15.136227	17.345642	18.393814	19.719055	18.816185
ATRIP	5.993716	6.666956	5.109171	5.962599	6.818184	7.488359	9.401595	7.811236
SHISA5	44.972282	78.462219	49.471745	52.927727	80.247147	57.882492	43.199745	52.907291
SPRY1	1.245833	1.211775	1.24918	1.688191	1.304177	1.494598	1.413618	1.219874
BSN	0.189964	0.317996	0.207887	0.149581	0.283109	0.271236	0.377027	0.140955
APEH	60.962654	73.902122	63.362827	49.220646	57.331707	69.277565	70.571922	59.411125
INTU	1.097371	1.541589	0.659602	1.121841	0.833634	0.828181	0.810354	1.13689
RNF123	16.662981	15.479817	13.010753	8.339508	9.666679	16.106085	10.566813	13.513543
HSPA4L	14.101541	13.63338	26.153067	16.788492	14.674047	14.164642	13.793875	19.490154
MFSD8	1.873407	2.213762	2.017292	4.318061	2.75345	1.472044	3.326923	1.302948
ABHD18	3.503273	5.272147	3.305829	2.930532	3.676323	2.632714	2.540348	4.172992
MON1A	7.198388	7.631918	6.916564	7.186671	8.311234	10.952984	8.643324	7.829101
MST1R	24.5026	28.678095	21.826981	24.265593	28.251072	27.58058	21.904945	27.874338
RAD54L2	4.504491	2.756328	4.225801	4.933733	4.818224	5.101527	4.522946	4.600542
TEX264	13.815549	9.541256	8.003139	10.396134	11.921691	18.571545	15.185061	12.768264
DUSP7	8.524364	7.539726	8.283487	7.82025	8.575337	8.862798	8.157883	8.294626
POC1A	14.497143	15.379538	12.497299	14.275926	12.384207	12.928234	11.467349	13.113097
PPM1M	3.103469	3.615677	3.484562	1.812595	3.397833	4.1307	2.595827	3.496604
ETNPPL	3.039107	5.357832	3.180609	2.766391	5.664455	2.810604	3.062151	3.342761
WDR82	23.671804	21.758755	20.762644	22.824009	21.284494	21.577635	22.609816	23.249039
PITX2	0.922518	1.125208	1.258819	1.135628	0.977071	1.11158	0.758357	1.043065
C4orf3	6.534992	6.201091	6.139125	6.027404	5.2824	5.964976	6.094793	5.470483
PRSS12	3.731995	3.572426	3.644549	3.203142	2.947504	2.656156	3.307069	3.405103
NDST3	0	0	0	0	0.057669	0	0	0
HMGB2	45.665024	43.560799	52.048756	42.715664	55.952145	25.502205	49.653374	26.403013
SAP30	12.889837	12.337441	12.40713	10.45188	12.2902	12.160242	14.892199	12.506601
SCRG1	0.014324	0	0	0	0	0.029262	0	0
MAD2L1	12.223853	14.310352	11.797503	17.495157	12.380469	10.553833	12.823861	9.239109
ANXA5	190.858948	190.185745	160.788315	183.057297	164.036911	178.186234	172.90416	180.567215
FBXO8	2.847297	2.323233	2.213993	2.679604	2.376269	2.828323	2.635749	2.412462
CEP44	6.047045	7.655594	8.581636	5.58832	2.993969	4.564416	4.812204	5.048804
HPGD	0.76874	1.325742	0.704516	0.712667	0.540908	1.539421	0.481355	1.371369
TMEM144	2.466271	4.579962	4.042666	5.200063	2.775881	4.30136	3.549457	3.882188
FAM198B	0	0.02336	0	0	0.025265	0	0	0
NPY5R	0	0	0.039522	0	0	0	0	0
NAA15	22.438684	25.595537	25.504499	28.15604	26.006577	23.519356	25.262817	26.487478
IL15	2.550303	2.409806	2.091416	2.437208	1.728087	2.216886	1.66415	3.243397
FAM160A1	4.12403	3.11461	4.767611	3.06722	3.214492	4.440279	4.17927	4.411184
ARFIP1	8.721448	8.067856	8.909537	11.826522	9.330438	7.11155	10.807837	10.599663
ICE1	41.098351	45.976299	46.058128	48.288311	49.564342	48.493721	47.415546	49.008751
HHIP	0	0.082302	0.008542	0.092658	0	0	0	0.01149
ANAPC10	5.931493	9.277692	6.77367	6.698038	6.084563	6.217098	5.170107	7.445561
ABCE1	51.956184	52.410664	55.931557	65.342216	55.339897	50.746307	55.118263	56.43449
OTUD4	14.535265	16.931488	26.780361	17.608154	16.582888	16.360775	16.991497	16.872955
LSM6	6.020938	5.846259	5.116653	5.570907	7.467681	7.168037	5.990252	4.229862
TMEM184C	11.225266	7.632622	10.519979	11.286635	10.07473	10.530891	9.013655	9.355288
PRMT9	3.966842	3.732795	4.074542	4.565983	3.487504	3.682572	3.984171	3.725145
ITGA2	3.67943	3.926393	3.774802	4.531205	3.933949	3.254592	3.297175	3.441919
MOCS2	20.778128	20.997028	32.8993	35.772877	26.085293	18.774645	18.355558	31.307203
SLC45A2	0	0.063719	0.081241	0.110421	0.045329	0.077024	0.096329	0
EDIL3	3.950855	4.590381	4.637452	5.360409	3.176473	3.494098	3.420681	3.310244
TMEM161B	9.04992	7.189876	9.591184	7.019528	7.473086	4.776975	7.121393	6.98833
ELOVL7	1.270954	1.153091	1.183149	1.564253	1.073611	1.061023	1.406865	1.258094
NDUFAF2	40.777763	45.503674	49.491573	48.610294	46.415844	38.364647	41.471474	40.267612
ZNF474	0.089218	0	0.075091	0.091856	0.128257	0.213581	0	0
LMBRD2	6.547604	9.285748	8.149421	9.236004	8.460987	8.526664	7.430404	8.169937
RANBP3L	0	0.056274	0.047512	0	0.040576	0.06757	0.075347	0
NIPBL	21.194828	27.485155	35.659809	29.112814	27.950285	31.047962	26.166252	29.990715
ADGRV1	0	0.053376	0	0.006149	0	0	0	0
SLC25A46	16.067295	13.554209	17.848953	19.045031	12.392774	14.556384	14.830007	13.610851
STARD4	12.328551	11.128735	12.70598	12.930761	13.524055	15.811036	11.607091	16.053846
PGGT1B	2.892388	3.102385	2.65219	3.530574	4.010723	2.724747	2.603869	3.659728
CCDC112	7.979483	8.68772	10.671976	8.131087	7.894595	10.184197	10.130544	8.404524
ANKRD33B	4.443656	4.551603	2.259909	4.009622	2.572596	4.705606	5.308895	5.351089
CMBL	96.183365	99.342842	76.134888	95.082191	92.763702	92.428551	89.124863	84.505241
C5orf63	0.293012	1.130624	0.933687	1.23225	0.82847	0.665555	0.431041	0.793924
PRRC1	18.807154	19.536383	18.854963	20.805323	17.849632	20.355614	18.963909	19.568123
F2RL1	0.92122	0.768065	0.643266	0.771809	0.972492	0.753344	0.694652	1.161207
AGGF1	9.230364	11.023888	11.196094	10.847301	11.313365	9.379857	10.393112	11.494989
WDR41	25.054125	26.311863	27.819485	26.39905	22.713785	24.188543	20.419527	25.785185
NDUFS4	37.65921	34.117817	35.507637	41.874195	27.786707	32.438541	33.015347	32.640186
SPINK1	1.90771	1.251911	0.624564	1.730304	1.249382	2.182786	2.763655	0.768983
GRPEL2	11.03425	9.918565	9.862741	12.107288	10.230108	10.859755	9.473517	8.773487
ARSK	4.357427	4.41639	5.304879	6.444843	4.078897	4.034003	4.64453	6.003328
RHOBTB3	25.276829	26.35387	30.696198	30.162762	27.373318	25.933531	22.574699	21.925194
GPX8	10.402854	9.345323	9.159923	13.163861	10.227386	15.17683	12.009627	10.15762
TIGD6	1.503228	1.003581	0.91961	1.79049	0.715485	1.809734	1.520092	1.553436
SERINC5	3.990969	4.986807	3.944083	4.27948	3.580312	4.009967	3.554082	3.415551
ENPP6	0.030802	0	0	0	0	0	0	0
CAGE1	0	0	0	0	0	0	0.00211	0.002088
CASP3	3.794348	4.073618	3.025815	5.336073	2.861158	3.020273	3.187934	4.463519
PRIMPOL	3.172195	4.624188	2.092789	3.558054	3.772532	2.917192	3.591658	4.571957
ERAP1	6.405179	3.441525	5.919153	6.180608	3.308984	3.772115	3.736269	2.279011
ERAP2	0.127293	0.154108	0.696077	0.813548	0.216611	0.439765	0.258107	0.430069
CMYA5	0.299976	0.244328	0.354201	0.306123	0.28371	0.336854	0.259668	0.356996
EGFLAM	0.405062	0.455702	0.603503	0.092387	0.135913	0.537371	0.470749	0.372754
CFAP97	6.627436	9.078204	9.866873	11.70253	13.991455	6.571823	9.453605	8.267644
RICTOR	12.597619	12.773986	17.500132	13.096987	15.822608	14.584175	14.056133	14.124953
PAPD4	11.634789	11.734128	14.036552	15.269909	13.661744	10.675843	10.659211	13.690804
ANKRA2	2.772904	3.523674	2.425176	4.599943	2.320731	3.186747	2.298527	4.347805
UBLCP1	13.357516	12.927733	14.085233	15.330568	15.777579	12.86853	13.370632	13.607127
UTP15	10.075107	10.308357	9.93578	12.929939	10.530386	10.710299	11.86808	11.257215
TLR3	0.051327	0.078262	0.073066	0	0.083756	0.058115	0.218252	0.237049
NSA2	27.111631	27.524954	34.177391	31.234514	28.690514	25.468317	25.887331	28.310228
GFM2	20.712051	17.039722	23.870661	18.037697	21.556826	16.074314	15.395445	18.38275
TERT	1.069381	1.737066	0.933245	0.624134	1.268212	1.086103	1.040435	1.462678
CCDC127	6.980502	6.696781	6.012565	7.520926	6.792917	5.946135	6.813832	6.21618
FOXQ1	34.02491	40.148743	35.026127	32.822922	43.490112	46.585384	48.863712	44.086712
SEPT8	10.687944	11.531211	10.533061	8.65615	9.40798	8.434723	9.664207	9.718207
SHROOM1	8.218459	6.681483	6.398435	6.587729	9.464697	9.708287	5.494492	8.979158
GDF9	0.066373	0	0.055864	0.091114	0	0.079446	0.110738	0.175339
UQCRQ	133.969696	129.609177	126.303246	136.006546	118.852859	122.574577	120.908119	130.78273
LEAP2	0.354731	1.362191	0.78118	1.691341	1.23516	1.19201	1.414049	1.141603
GJB7	0	0.127119	0.129312	0.076916	0.135057	0.1226	0	0.126327
SLC35A1	7.407059	8.422864	5.318379	10.367304	8.127819	6.233544	6.226011	7.257311
GRIK2	3.943597	2.872849	3.436778	3.583119	4.277274	2.741868	4.322107	3.509907
MB21D1	5.780604	4.899763	5.69844	6.262427	5.355219	6.987396	5.594928	5.610304
TLX3	6.641228	8.322985	7.640732	5.827415	8.74384	8.879282	8.039267	7.889043
CITED2	11.640934	13.727656	14.410731	13.376074	13.061178	17.858713	15.400612	18.103762
CREBRF	0.706897	0.769196	0.745366	0.66178	0.530337	0.464704	0.571177	0.570435
DCBLD1	8.85604	9.656749	9.176188	9.902385	7.978104	8.06288	8.476593	8.226625
SFXN1	43.42981	46.84409	59.641575	50.593849	49.012344	46.151917	47.08704	49.01202
PDSS2	5.093346	5.576678	3.212282	4.592679	4.301669	4.899183	4.016092	4.045644
STXBP5	5.380834	5.705893	5.774687	6.68431	6.732404	4.278398	5.152499	6.247992
IL31RA	0.06036	0	0	0	0	0	0	0.040691
ANKRD55	0	0.06523	0	0	0	0	0.057644	0.075238
RAET1E	3.673888	2.811826	1.262636	1.466796	2.586555	3.017246	2.228248	1.99578
PI16	0.101088	0.106345	0	0.218573	0	0	0	0
TBX20	0.280958	0.497286	0.413829	0.513606	0.569831	0.29893	0.32813	0.482959
DAGLB	20.669577	16.941368	16.206186	18.260225	18.131516	19.425636	22.270134	17.285496
KIAA0895	8.231975	11.069538	9.063448	9.949637	12.131657	10.816437	8.962996	8.248573
STK17A	14.878509	15.115034	16.659101	17.269159	16.695618	14.613584	15.992517	15.909808
TRA2A	29.273989	33.077106	37.107826	35.129189	31.962351	35.305332	24.6056	35.107128
GALNT10	10.226826	10.043996	11.453461	9.673853	9.338206	9.014473	7.83283	10.470557
SAP30L	7.601707	10.196833	7.153724	10.394969	6.742736	8.468294	7.285068	3.576559
RPS14	361.04599	525.325195	330.073761	480.878296	336.224274	519.266052	482.97699	469.709625
MYOZ3	0	0.018591	0	0	0	0.026382	0	0.050387
COG5	17.818462	21.792648	22.205727	21.368189	18.399776	14.493757	25.306026	20.967279
BMT2	0.894094	0.831607	0.888365	1.235932	0.758664	0.74285	0.646234	0.797071
SLU7	13.619275	13.606251	17.75642	12.947171	18.029892	14.653921	16.524149	15.168746
RP9	12.582914	14.5071	12.956992	14.258961	13.029856	10.82549	13.077757	10.906604
PTTG1	94.434563	103.381187	107.143837	115.80471	101.215126	93.250343	99.822975	101.562592
CAMLG	15.503825	13.283184	12.815358	9.799891	12.963574	12.364902	11.377584	10.899365
BMPER	0.034829	0.057866	0	0.057613	0.05007	0.027793	0	0.046005
RELL2	1.984192	2.173984	2.949012	1.112886	1.012929	2.24597	1.705836	1.319155
KCNK5	2.94684	2.272853	1.923999	1.704145	2.71111	2.762987	2.772789	2.751053
ZNF12	7.004005	7.567715	8.354493	6.959228	7.543609	8.306546	7.502135	9.051276
SLC29A4	1.462107	1.401433	1.104583	0.61961	1.167941	3.745452	2.562547	2.814285
CDCA7L	59.029655	53.379532	38.32325	48.843662	57.380329	49.160698	55.508636	48.922836
SP8	0.08009	0.08817	0	0.068036	0.086073	0.039995	0	0
MIOS	15.703406	12.220926	13.064973	15.5412	10.477994	10.903744	12.474118	13.581793
KIAA1324L	10.259558	5.755045	9.117415	9.121566	10.260354	6.517967	9.660371	7.191845
USP49	2.997845	2.50052	2.523115	2.544207	2.462178	2.128286	1.69231	2.22768
SYTL3	0	0.04021	0	0	0	0	0	0
IQUB	0	0.03397	0	0	0.047292	0	0	0
HEY1	6.49257	4.763666	7.334574	4.370973	3.966875	4.528116	5.190224	5.32046
ZNF704	3.559002	3.992072	2.309222	1.957209	1.821025	3.213681	3.278428	2.650152
FABP5	16.697231	16.038103	19.45216	18.41786	17.130081	14.196718	16.253391	14.986065
SHH	0.039341	0.039218	0.097349	0.081008	0	0.04709	0.039383	0.064954
CHMP4C	3.654729	4.58176	4.109639	5.427996	4.760685	4.270421	4.353567	4.200107
SLC13A4	0.268538	0.227377	0.213171	0.199209	0.228148	0.225365	0.206408	0.237355
PGAM2	0	0	0	0.071354	0	0	0	0
BRI3	71.100311	85.489845	72.168533	74.883942	80.65979	78.171898	79.308891	70.238373
LMTK2	14.74847	13.519562	15.565725	12.511786	14.729605	15.910231	14.619362	15.512403
SLC35G3	0	0.014527	0.012266	0.08412	0.094272	0.017443	0.009726	0.026563
CTSB	25.686277	49.066376	46.117603	36.09816	43.303429	24.831766	46.178665	25.989187
SOX17	0.07432	0.099443	0.125944	0.102707	0.240925	0.208961	0.248159	0.197649
DLC1	0.031372	0.17478	0.029706	0.01615	0.016912	0.018776	0.031405	0.015539
ADCY1	0	0	0	0	0.010577	0	0.019407	0
HNF4G	0.696972	0.703727	0.875252	1.020634	0.568549	0.685022	0.548438	1.145244
PEX2	8.411454	9.036351	9.095462	5.763505	8.076559	7.815695	9.262682	8.443459
RAD21	171.92598	177.011032	177.608368	194.923401	177.202133	172.155899	179.651779	184.235321
SLC30A8	0	0	0	0	0	0	0	0.05328
MED30	7.586145	8.001136	7.255692	7.659011	6.569378	6.409068	5.626244	7.876166
TNFRSF11B	1.460822	1.543544	1.620139	1.144618	1.574113	1.494043	2.120725	1.248105
SBSPON	0.309813	0.334901	0.232478	0.358079	0.27095	0.32399	0.207666	0.288741
PHKG1	0.060885	0.153407	0.165634	0.025842	0.113161	0.264905	0.161358	0.043086
EN2	0.409803	0.607804	0.412684	0.300764	0.701528	0.740926	0.393356	0.594127
CSMD3	0	0	0	0	0	0	0.011278	0
SPIDR	17.192406	17.861408	15.337337	18.566135	14.68025	20.241508	15.984663	16.716698
ORC5	31.378035	34.729618	34.231472	40.226429	33.386017	29.995981	30.847219	33.282639
DNAAF5	27.990526	32.021244	26.989101	22.14213	31.841225	34.866356	36.161057	32.815266
OSGIN2	6.074712	6.361085	6.227911	7.466984	5.565665	5.135387	6.648911	5.998155
DEFB1	0	0	0	0	0.131746	0.146261	0	0
SUN1	58.619766	54.402378	47.198246	47.713993	44.402279	42.189838	52.152592	45.478638
OXR1	10.101788	9.999973	10.224729	9.971816	10.78813	11.994083	10.658677	9.512319
TMEM74	0.100645	0.200658	0	0.172703	0.10779	0.160626	0.16792	0.166174
GPR146	0.370152	0.775777	0.262154	0.77323	0.624844	0.387039	0.35634	0.446582
GPER1	8.767886	7.340095	8.227966	7.339384	9.188745	8.743514	3.545742	9.84493
TMEM184A	17.610487	17.567896	16.139206	10.117655	14.490424	13.132629	14.156912	15.797103
NOS3	0.156917	0	0	0	0	0	0	0
