gene	Sham-1	Sham-2	12-HETE-1	12-HETE-2
Crym	0.191976	0	1.520123	0.697516
Anks4b	11.772294	15.256386	3.127597	2.776734
Tmem159	0.945702	1.384528	4.7213	4.7208
Trim30a	1.921082	1.731471	2.924766	3.29723
Lyrm1	1.225024	0.553778	1.570891	2.407803
2610020H08Rik	0.198603	0.4584	0.867308	1.557609
Eri2	1.954893	2.183191	2.521008	3.054779
Chst15	3.989599	2.275178	0.342436	0.715564
Oat	269.24823	308.155365	37.498837	42.571182
Acsm3	27.720518	33.842957	2.233851	1.82585
Thumpd1	7.555873	10.063699	27.16131	29.101971
Acsm2	1.084518	0.540327	0.22131	0.020859
Lhpp	25.24872	27.654491	7.176213	7.272307
Fam53b	1.06015	0.971372	2.941318	3.746239
Mettl10	2.125301	2.189945	4.738544	5.309722
Fam175b	7.93031	6.578851	15.900297	16.737888
Trim21	3.192869	1.887341	4.100234	4.113328
Zranb1	8.635415	10.482966	9.208251	9.727734
Pdilt	1.307942	1.180667	0.69672	0.577596
Ctbp2	0.445936	1.062443	0.256993	0.205296
Acsm5	31.708714	31.946262	6.554302	6.751492
Rrm1	2.209972	1.725733	4.154312	5.119146
Uros	11.292165	9.893595	7.038994	6.760042
Knop1	5.973969	6.464801	9.554733	11.788123
Mmp21	0	0	0	0.020275
9030624J02Rik	8.688923	8.160315	15.422606	17.65773
Bccip	55.888676	60.746414	57.11013	49.805744
Dhx32	7.236336	5.826571	36.438515	32.698936
Stim1	10.572342	11.253036	4.066293	4.171423
Pgap2	14.779903	13.700156	17.759392	16.353455
Mki67	0.664516	0.211196	0.110396	0.187693
Atp6ap2	12.560896	12.160934	17.962183	22.233627
Usp9x	19.513634	25.41588	14.256171	20.819944
Cask	1.730794	3.802047	9.9953	9.355938
Swap70	1.048383	1.294103	9.595839	12.195379
Wee1	0.49498	0.591889	21.616152	28.724108
Tmem9b	9.567152	9.781606	15.691555	14.081326
BC051019	0	0	0.017171	0.017375
Akip1	11.196843	9.396925	21.133715	21.371719
St5	17.277121	8.244993	3.814873	2.929246
Eif3f	23.717358	25.57991	64.427322	60.771408
Ndufb11	104.064606	120.352455	68.486679	75.609467
Rbm10	7.137636	11.57738	9.048014	8.127882
Cdk16	10.291525	11.879408	17.742756	16.747204
Usp11	0	0	0.350368	0.276714
Glrx3	25.105503	28.548069	53.452564	46.161709
Mrgprf	0.285257	0	0	0
Oraov1	4.487544	8.884335	5.898651	6.686313
Fgf15	0	0.005772	0	0
Ano1	0.043281	0.195011	0.060373	0
Fadd	2.123905	2.377118	4.979731	4.66785
Cttn	19.950642	18.186634	73.734932	73.529297
Nadsyn1	6.969125	11.598721	5.721514	6.902985
Dock11	0	0	0.008306	0
Cul4b	5.721573	7.819936	13.101069	14.706993
Sash3	0.374466	0.075594	0.112598	0
Elf4	0.476167	0.11634	2.873879	4.407739
Rab33a	0	0	1.055137	0.926641
Slc25a14	0.215348	0.269488	1.067141	1.628909
Rbmx2	0.114761	0.31855	3.251386	4.374789
Enox2	1.474581	1.801488	4.627215	4.188319
Igsf1	0	0	0.679851	0.700812
Stk26	0.05397	0.077684	0	0
Gpc4	18.321178	17.739155	12.684274	12.301823
Slc9a9	0.605836	0.204233	0.031927	0
Arhgef6	0.437458	0.287893	0.022941	0.083239
Rbmx	5.910278	4.301052	5.390247	6.10213
Fgf13	0	0	0.022154	0.078739
F9	69.348213	70.028297	26.321096	24.147757
Ccdc22	4.537445	3.847319	9.82166	9.160659
Syp	0.386894	0.195259	0.063745	0.02206
Prickle3	0.793658	0.417429	2.731666	1.792458
Plp2	0	0.166969	20.727932	22.196201
Magix	3.969393	2.444291	1.963521	0.97414
Gpkow	7.139577	8.092266	9.704374	9.133634
Praf2	1.420146	0.075565	3.801844	7.852361
Ccdc120	0.272364	0.221286	17.950039	19.525112
Gripap1	14.256407	18.776213	8.693034	9.355508
Otud5	10.717614	12.321486	20.673416	22.341091
Pim2	0.849334	1.32666	3.390921	3.427059
Slc35a2	6.748328	6.346978	5.02181	4.662485
Pqbp1	21.029671	19.12322	13.641415	12.745952
Timm17b	14.291675	13.927436	7.083146	6.464903
Hdac6	5.886782	4.066317	6.69862	6.057728
Glod5	0	0	0.164524	0.167072
Was	0.472258	0	0.104405	0.13297
Wdr13	5.26915	5.6717	8.84754	9.172918
Rbm3	19.459093	26.255453	121.221306	119.668045
Ebp	92.798042	101.760078	24.059725	26.65209
Porcn	0.229392	0.406794	0.787253	1.566311
Ftsj1	11.554688	15.565662	4.676991	5.35199
Otc	145.700623	151.250198	32.774673	31.413128
Rpgr	0	0.129944	0.472721	0.687028
Dynlt3	20.467672	25.370562	22.4039	24.013672
Aff2	0	0	0.296317	0.01243
F8	2.175026	1.812222	0.073296	0.017238
Vbp1	7.121313	8.070385	11.881796	14.598412
Fundc2	4.023711	1.970662	5.71069	6.872124
Mtcp1	1.222227	1.288726	1.568624	1.812253
Brcc3	5.758001	7.170999	4.155104	3.279198
Rab39b	0	0	0.250311	0.148774
Msn	8.190518	4.998886	27.398899	39.355026
Heph	0.173922	0.21246	0.023306	0.011853
Ophn1	0.082745	0	0.282619	0.321252
Stard8	1.554449	1.056822	0.317695	0.310722
Efnb1	2.421936	2.311803	7.746543	7.858477
Awat2	0.656844	0	0.665634	0.331464
Igbp1	19.098179	20.189728	30.906799	30.031229
Pbdc1	2.874333	3.294016	11.935356	12.475537
Magee1	0.451229	0.285023	0.629988	0.4846
Atrx	9.637421	9.293447	6.868762	6.14912
Cox7b	130.183548	156.71283	70.547462	68.414993
Magt1	15.23318	19.947508	5.196446	5.919473
Itm2a	0.110267	0	0	0
2610002M06Rik	3.31629	4.702538	5.561839	6.187793
Hmgn5	22.096066	24.528135	3.706189	3.207887
Sh3bgrl	25.429062	24.843988	9.819496	8.796898
Srpx2	0.105594	0.247244	0	0.07896
Sytl4	0.106842	0.05392	0.277046	0.30474
Cstf2	1.529791	1.895405	11.572152	12.711372
Nox1	0	0	0	0.032618
Xkrx	0	0	0.01925	0
Cenpi	0	0	0.35892	0.174043
Gla	0.937768	0.669226	6.378809	7.41764
4930513O06Rik	0	0	0.413152	0
Serpina7	3.890926	5.11898	21.27733	18.786777
Col4a5	0.030675	0	0.147921	0.077357
Acsl4	9.678043	8.299478	9.393755	10.031985
Chrdl1	0.099007	0.123514	0	0
Glt28d2	0.898223	0.730199	0.850375	0.972469
Cdkl5	0.521784	0.734012	0.749003	0.401246
Rs1	0	0	0.008205	0.009627
Phka2	6.940849	5.630557	3.33753	4.268567
Slc7a3	0	0	0.430629	0.401107
Adgrg2	0.106462	0	0.011759	0
Pdha1	40.564175	52.063351	54.380054	47.122566
Nlgn3	0.046468	0	0	0.006582
Map3k15	0.071276	0.042503	0.423547	0.454269
Il2rg	1.182156	0.760465	0.430633	0.184987
Rps6ka3	3.002638	1.766313	5.819381	4.93707
Zmym3	1.68643	1.3217	3.383516	3.309316
Nono	20.676058	21.893543	60.404518	61.295719
Itgb1bp2	0	0	0	0.214135
Taf1	2.156411	2.805935	3.657321	4.254503
Rps4x	116.469574	125.217293	618.057495	610.559326
Chic1	0.437399	0.369313	0.538986	0.620922
Flna	5.017704	6.387148	96.890076	106.891411
Abcb7	7.87522	8.378875	4.914995	4.476779
Mtm1	2.528394	2.115243	4.115937	3.77733
Gabre	0.04656	0	0	0
Gpm6b	0.216986	0	0.023242	0.016915
Gabra3	0.189384	0.276307	0	0
Cetn2	7.933568	8.683141	5.929955	7.150983
Nsdhl	18.170641	17.028074	22.007317	19.249956
Zfp185	0	0	0.031129	0.246224
Hccs	6.338136	5.779006	9.480867	10.799675
Rbbp7	26.208061	27.654755	67.397209	70.212097
Arhgap6	0.072773	0.110182	0.719326	0.733407
Syap1	20.517265	22.243856	16.715694	15.211244
Msl3	12.339458	13.866375	12.469025	12.09785
Ctps2	3.525455	2.127928	8.214639	5.968367
Zfp275	2.224383	1.659829	3.424676	3.822402
Ap1s2	0.701062	1.084511	0.52521	0.853497
Zrsr2	4.375996	6.43675	12.494276	15.183041
Haus7	4.190935	2.54679	5.445898	3.86887
Trex2	0	0	0.107422	0
Car5b	0.63904	0.368101	0.084834	0.130896
Bgn	41.883812	31.425493	0.61626	0.382916
Bmx	0.130715	0	0	0
Abcd1	3.514312	3.849167	2.052494	1.725147
Pir	8.351192	6.770379	9.631389	9.233315
Vegfd	0	0	0.061257	0.101154
Piga	2.257666	4.657104	1.887699	2.432711
Asb11	0	0	0.25344	0.327162
Dusp9	0	0	12.604607	15.742741
Hcfc1	8.309587	9.306184	21.372244	18.255808
Renbp	0.954984	0.399509	3.32177	4.199088
Naa10	14.427766	14.278084	18.193922	14.22067
Arhgap4	0.464426	0.069641	0.33078	0.364159
Irak1	18.560204	19.37295	34.902386	33.850933
Mecp2	1.807339	1.606617	2.82473	3.252082
Plxna3	0	0	0.285611	0.348332
Fam3a	5.758885	5.416214	7.701023	5.689777
G6pdx	2.164433	0.765032	11.93869	12.272276
Mpp1	10.095121	8.912144	21.131918	23.011646
Dkc1	3.975049	5.415404	19.376757	19.64801
Morf4l2	43.884651	55.232414	90.688438	100.296616
Plp1	0.128	0.086132	0.377509	0.992076
Zcchc18	0	0	0.023394	0
Psmd10	5.802388	5.714033	24.682503	22.027365
Tsc22d3	23.58791	19.94981	11.488084	10.872195
Prps1	12.339884	14.20719	27.033775	29.7535
Rbm41	1.488276	0.758852	1.684778	1.911015
Morc4	0.272651	1.551611	7.215422	9.880684
Rnf128	21.606171	21.688139	40.201324	44.867054
Atp11a	3.785743	1.155445	2.361244	4.157176
Mcf2l	0.259089	0	0.15889	0.082079
F7	48.392803	47.806328	52.044819	44.806004
F10	215.108109	181.584656	206.069794	196.363358
Proz	92.587273	88.534592	23.348574	25.628771
Cul4a	31.084768	34.705154	22.303341	31.208397
Lamp1	207.041977	191.475006	215.875885	214.86528
Adprhl1	0	0	0.006796	0.010754
Atp4b	0	0	0.040176	0
Grk1	0	0	0.0149	0.007566
Gas6	19.638283	19.678759	22.997015	21.871368
Rasa3	2.267326	0.846805	4.516225	5.036223
Coprs	0.918378	1.046402	5.168605	4.534697
Angpt2	0.308595	0.226797	1.962359	1.554315
Agpat5	1.049758	1.058441	4.391729	4.776023
Nek3	0.389202	0.537899	1.827957	2.644199
Vps36	8.041753	8.496559	21.928514	22.310917
Thsd1	1.10988	0.545894	3.810548	2.802702
Tpte	0.150066	0.163425	0	0
Slc25a15	101.27607	92.247139	10.849984	9.810981
Erlin2	5.437127	6.473461	18.832281	20.576799
Prosc	14.173453	16.488005	31.329466	31.376083
Adgra2	1.704519	0.806627	0.427627	0.315928
Brf2	3.555394	2.84438	9.361048	9.933071
Rab11fip1	0.941352	1.869411	10.612428	12.145175
Adrb3	1.255259	0.289611	0.655117	0.616682
Eif4ebp1	20.898556	15.717829	212.497055	198.573105
Ggn	0	0	0.449627	0.713494
Tnfsf13b	0.465711	0	0.113424	0.135182
Col4a1	14.334822	12.997802	13.423993	12.79723
Col4a2	8.225451	4.412143	3.633672	3.847358
Rab20	3.931412	3.914829	14.771526	12.829741
Naxd	27.665245	23.328165	40.798496	37.506493
Ptpn7	0.061481	0	0	0
Ankrd10	2.347311	0.89845	11.894656	11.99076
Arhgef7	6.444894	7.122631	14.165359	15.374352
Leprotl1	6.040771	5.017169	16.128489	16.541128
Dctn6	10.015051	11.715522	8.596303	11.994056
Gpm6a	0.12472	0	0	0
Asb5	0	0	0.26802	0
Vegfc	0.405403	0.510829	0.791214	0.776449
Aga	10.619631	6.24614	13.567588	13.010715
Dlc1	4.034435	4.874216	5.533156	4.470084
Eri1	1.912451	2.896283	8.539723	9.362644
Tnks	4.027727	3.428804	6.186018	7.582515
Dusp4	0.692885	0.774738	11.683688	13.457006
Saraf	54.706509	52.490223	38.758572	48.404922
Mrps31	17.287519	20.575323	18.220079	17.058086
Smim19	8.188046	7.985451	6.84625	6.034844
Polb	10.579949	11.087545	13.342657	10.644548
Ikbkb	16.151306	12.617291	27.469084	21.978006
Plat	0	0.080145	2.852417	3.696424
Ap3m2	0.202964	0.207281	1.113898	2.034432
Kat6a	2.82491	2.192538	3.024742	3.823566
Ank1	0	0	0.016297	0
Gpat4	23.221451	24.009247	16.951109	17.067322
Gins4	8.070995	5.836702	14.935194	12.752411
Sfrp1	0.045857	0.114773	0.012663	0.064295
Ido2	26.36302	21.191042	0.955126	1.290046
Ido1	0	0	0	0.033949
Adam9	21.492887	22.053871	12.342031	13.279365
Tm2d2	28.570995	26.615364	12.579928	13.41682
Plekha2	0.731604	0.312378	2.180523	4.234967
Slit2	0	0.040603	0.022216	0
Tenm3	1.260864	0.897378	1.447391	0.885541
Dctd	0	0	4.301136	5.518012
Wwc2	2.083521	1.838083	6.972702	7.19764
Fgfr1	2.281129	1.545023	2.099878	3.050898
Rwdd4a	10.192739	11.849224	9.129914	11.046918
Plpp5	10.233746	15.429643	10.850479	17.657782
Star	0.421194	0.174547	0.878321	1.291674
Ash2l	10.345045	9.698355	14.623511	15.526675
Kcnu1	0	0	0	0.047698
Tti2	1.883407	2.226881	4.384982	3.404419
Mak16	7.594661	11.323314	32.043419	32.739601
Wrn	1.12099	1.258039	1.6936	1.758233
Gsr	21.155687	18.681252	168.624954	163.481567
Gtf2e2	5.327803	7.224952	9.398461	12.36725
Rbpms	22.243681	16.148113	91.713821	94.685799
Frg1	9.801746	9.375573	30.105108	26.523722
Asah1	9.787573	9.316566	18.301754	21.899179
Pcm1	5.124356	4.702762	5.857296	5.661579
Fgl1	735.200867	738.904419	145.789642	159.579483
Pdgfrl	0	0	0.026401	0
Slc7a2	94.237648	58.942371	5.748564	7.393449
Vps37a	7.329891	7.437961	6.367704	7.852453
Cnot7	8.295899	13.705898	9.668187	16.78488
Msmo1	36.535076	29.8162	39.679306	49.643055
Klhl2	13.670308	15.649753	14.981658	14.72946
Galnt7	0.922867	0.539102	3.436558	4.121605
Sap30	2.888093	3.419989	24.654436	29.479891
Hpgd	21.61648	24.97835	24.324146	26.653404
Ednra	0.78848	0.276848	0	0
Tmem184c	4.953703	7.228148	8.435822	8.58359
Nr3c2	0.538689	0.440847	1.268259	1.089934
Sin3b	20.533459	22.602739	42.840412	42.105892
Sorbs2	17.711008	11.84409	62.805199	51.39748
Irf2	28.975292	33.322269	14.212815	10.507426
Casp3	8.731242	4.905075	12.843681	12.459637
Cenpu	0	0	0.285476	0.270262
Cfap97	2.753074	2.249887	2.499469	3.170566
Slc25a4	3.725042	2.346754	5.530698	4.208404
Ufsp2	24.378201	24.025045	11.012484	13.906087
Pdlim3	0	0	0.124199	0
Lrp2bp	0	0	0.462597	1.243915
Tlr3	2.363178	1.224817	2.086784	2.372199
Gm45753	0	0	0.202843	0
Cbr4	7.572571	6.070234	4.808906	3.936933
Sh3rf1	0.43724	0.313947	1.581022	2.299072
Nek1	1.67907	2.321422	2.452879	1.564237
F11	28.205618	22.794819	11.597595	14.29047
Mfap3l	0	0	0.128841	0.07987
N4bp1	2.873776	2.127901	10.870028	11.193137
Heatr3	11.615864	12.740826	15.781423	13.677976
Adcy7	0.363243	0.357057	0.088379	0.207324
Brd7	10.052641	13.246522	12.339597	13.42905
Nkd1	0.809599	0.791881	0	0.025761
Snx20	0.413013	0.101466	0.257802	0.124617
Sall1	1.865915	2.689739	10.146828	10.055834
Rbl2	12.619832	11.984604	3.447777	2.620202
Aktip	4.078727	3.849417	9.83604	8.234532
Eif2ak3	8.111971	9.326792	7.049393	9.471261
Gins3	0.077153	0.972774	1.801011	1.641997
Setd6	6.078049	4.222472	20.421175	13.372625
Got2	139.421249	134.369904	169.272614	146.903015
Cdh11	0	0	0.024444	0.079612
Smad1	7.334232	6.696882	14.360107	14.631858
Lsm6	18.48385	17.567574	6.018304	5.904556
Slc10a7	2.304732	2.053478	1.400558	1.023896
Tnpo2	7.381261	11.597119	28.460979	27.583172
Vps35	23.669888	25.683485	39.620949	42.216133
Orc6	2.482721	2.961441	6.590345	6.17968
Mylk3	0.054245	0	0	0
Gpt2	189.607925	221.187622	45.312641	31.756598
Dnaja2	40.865807	50.335056	86.59687	87.3871
Itfg1	16.399836	16.410416	20.379509	20.146276
Rfx1	1.257296	1.05235	6.11386	6.711623
Tecr	92.054237	98.741112	63.906021	54.709801
Tbc1d9	0.146897	0.113817	0.700504	0.926707
Zfp330	8.486578	12.664993	14.940391	17.791962
Il15	0	0	0.307368	0.286289
Gab1	1.20933	1.476749	6.75291	7.28484
Smarca5	6.186266	5.812813	13.659226	14.888302
Hp	5755.866211	5719.870117	1101.360474	1054.887451
Txnl4b	1.405543	1.686389	7.897881	9.487278
Ces1f	95.111488	93.962944	11.220613	13.444307
Zfp821	0.681809	0.492438	3.517222	4.438364
Ist1	17.608337	17.90962	39.35944	44.542397
Dhodh	4.915911	3.469364	5.086041	3.721722
Ap1g1	13.335769	10.412504	16.914877	26.609009
Phlpp2	0.382774	0.269767	4.963904	3.320189
Irx3	0	0.329133	0.563899	1.049315
Irx5	0	0	0	0.022047
Mmp2	0.259216	0.131493	0.05396	0.03653
Gnao1	0.090333	0	0.016212	0
St3gal2	0.364857	0.25084	7.124578	5.875154
Il34	3.40982	2.298498	0.687732	0.40989
Amfr	83.736618	87.549057	67.240906	61.468029
Cog4	20.333805	27.361423	14.919832	16.225878
Nudt21	5.942942	5.98222	11.236563	11.224161
Bbs2	0	0.565487	1.188542	1.245286
Cenpn	0	0	0.340274	0.313706
Cdyl2	0.124735	0	1.100971	1.637551
Mt3	0	0	0.262723	0
Mt2	3676.93457	3383.468994	1126.873413	1352.784058
Mt1	3746.894043	3909.414062	1879.014038	1900.653564
Slc12a3	0.031712	0.124294	0.068323	0.028872
Nudt7	227.318787	147.66185	13.075711	11.808514
Herpud1	307.172668	393.45459	14.48193	19.298487
Fam192a	12.319848	16.508476	15.536182	11.268239
Pllp	2.747921	2.904642	4.91131	2.898648
Arl2bp	3.149762	2.534158	21.44556	24.772457
Cx3cl1	0	0.243561	0.039411	0
Ccl22	0	0	0.024983	0
Ciapin1	8.372005	11.123445	13.94195	12.335456
Coq9	50.877666	44.90387	30.396477	31.231657
Polr2c	12.016656	9.445154	28.793224	22.903624
Adgrg1	0.471282	0.419161	0.758731	1.052568
Katnb1	0.289819	0	1.565827	2.342522
Kifc3	5.993533	3.8286	14.261369	12.364243
Mmp15	2.96783	3.327743	9.363612	6.311938
Tmem38a	0.188785	0.570684	3.538372	2.978564
Usb1	5.345264	4.863739	14.583403	15.091133
Cfap20	7.468564	8.082088	9.720642	11.668494
Tpm4	7.691632	7.665019	78.429108	95.152435
B3gnt3	0.781491	0.855294	0.406897	0.165501
Jak3	6.382487	4.72839	1.921495	1.552605
Pgls	15.550676	18.779423	33.267609	28.338667
Slc27a1	1.895098	1.09929	9.031446	11.566534
Map1lc3b	39.156612	41.89027	35.15794	41.156345
Mvb12a	36.134373	39.404221	53.731659	50.848324
Mthfsd	6.762636	6.535825	13.740904	11.2781
Cox4i1	300.388733	283.765198	346.872803	333.923889
Emc8	10.331431	10.798263	6.292102	6.844137
Babam1	31.47546	29.618736	36.486752	36.628029
Gins2	0.07711	0.049772	0.645089	1.076739
Gse1	1.192178	0.822108	20.698261	19.279034
Zdhhc7	8.915101	6.864151	6.779814	6.2317
6430548M08Rik	1.978886	2.521038	1.170218	1.457214
Crispld2	0.335586	0.072586	0.013238	0.020165
Usp10	22.222752	20.129572	28.041304	26.299232
Cotl1	18.662956	4.916444	12.039347	10.415255
Klhl36	2.509239	1.962324	2.252728	2.334121
Taf1c	0.115422	0.174876	4.228349	4.296222
Mast3	7.640581	4.524826	4.961143	5.939292
Pik3r2	7.850074	4.714412	15.696735	13.41812
Mbtps1	17.285137	10.900935	9.885835	10.891503
Necab2	0	0	0.497952	0.043918
Hsbp1	39.359993	37.935295	60.272392	57.634388
Rab3a	0.865083	1.961269	0.106028	0.043512
Cdh13	0.370197	0	0	0.038026
Pde4c	1.363911	1.389317	1.166781	1.364282
Mphosph6	2.295505	0.86445	11.097251	11.227283
Hsd17b2	115.414886	111.666779	155.325806	173.535583
Bco1	4.385618	2.980864	2.834422	2.387326
1700030J22Rik	0	0.101999	0.733023	0.913251
Lsm4	33.438019	24.99441	71.27079	66.733368
Comp	0	0	0.174621	0.093002
Ntpcr	2.458312	4.003445	3.750607	3.099403
Map3k21	0.806391	0.778296	0.404975	0.690055
Mau2	5.026575	5.110941	7.917655	11.192739
Pbx4	0	0	2.237167	0.911747
Lpar2	0.068649	0	1.779223	1.781013
Atp13a1	10.237906	10.911879	29.672255	27.03356
Ints10	0.969057	1.708364	2.980327	3.560736
Dctn1	11.023528	11.316568	20.438023	19.414051
Cdh5	8.28479	4.474176	3.769867	4.206735
Bean1	0	0	0.089982	0
Cmtm3	6.735834	3.833616	1.538362	1.472067
Ces2g	12.297712	9.803827	9.20441	7.393798
Nae1	10.530513	10.715112	23.705774	25.242552
Fam96b	17.556051	19.288937	30.520462	29.95685
Rrad	0	0	0.559183	0.851914
Cdh16	0	0	0	0.01408
Car7	0.103184	0	1.035103	0.47985
Cbfb	5.457255	4.81243	15.957956	16.719784
Ces2e	58.565628	49.41404	40.640404	43.061981
Tradd	4.688293	6.145254	19.246891	21.897821
D230025D16Rik	22.005907	19.715841	8.336836	9.935748
Hsd11b2	0	0	0.030088	0.152771
Tsnaxip1	0	0	0.023754	0
Ctrl	0	0	0.231911	0.407121
Psmb10	15.068599	12.720731	33.722763	29.524763
Dus2	4.934959	1.790746	4.959278	4.27911
Nfatc3	4.981424	5.718655	9.366036	9.365378
Pla2g15	5.145651	4.408366	6.589031	6.748847
Slc7a6	0.213854	0.215308	3.394856	3.95915
Smpd3	1.653176	0.470112	5.271321	6.8881
Zfp90	0.119144	0.165051	1.054764	1.570421
Has3	0.067825	0	0.130683	0.301244
Vps4a	13.401525	13.090324	14.398295	13.552888
Cog8	11.876569	8.471404	15.052172	10.450096
Nip7	6.94403	6.004353	20.806337	21.298882
Mtmr2	7.304113	8.718436	14.021672	16.662407
Terf2	4.462448	2.254624	6.386375	5.885574
Cep57	6.371837	5.291552	4.932305	4.006416
Cyb5b	63.090263	60.94183	46.162247	41.204121
Maml2	0.266108	0.145037	0.008645	0.043777
Mre11a	0.699358	0.927045	7.823118	8.031731
Wwp2	12.271967	8.147738	17.11673	15.507725
Ankrd49	2.73746	4.129414	7.594952	12.780555
Panx1	0	0.034584	0.707346	0.717646
Med17	6.37771	5.319435	8.897146	8.135867
Vstm5	0	0	0	0.112948
4931406C07Rik	92.615021	91.557938	11.369959	15.695181
Taf1d	6.057812	5.566722	26.622793	25.805256
Kars	23.080801	30.889502	64.227234	62.272358
Adat1	0.917018	1.969529	3.361941	3.464309
Gabarapl2	21.108385	21.765902	26.184505	28.732016
Tmem231	0	0.038146	0.343115	0.886297
Tmem170	2.603415	3.343455	6.677464	7.580407
Cfdp1	27.89102	28.581715	54.921684	56.369183
Bcar1	8.076041	7.941449	50.220333	47.001431
Ctrb1	0	0	0.063055	0
Ldhd	69.500854	97.820145	36.895489	34.484631
Wdr59	2.184481	2.060728	4.486571	4.851678
Aars	49.303257	50.783726	68.908768	72.888893
Cdh15	0.18501	0.062248	0.034059	0.034586
Bmper	0.29087	0.373121	0.063228	0.02966
Tbx20	0.077188	0.177853	0.018188	0
Afg3l1	29.990902	31.911739	27.464579	24.219481
Acad8	18.568264	18.121899	10.656615	11.893357
Dbndd1	0.19743	0.150571	0.601867	0.532873
Ccsap	0.075005	0.075708	0.041423	0.121515
Acta1	1.355918	1.055276	0.948486	1.36921
Abcb10	6.281846	4.564886	4.006438	3.97071
Urb2	2.11901	2.972075	9.024321	8.674751
Cog2	7.698913	5.97191	11.926657	13.635575
Agt	195.890915	201.982208	102.234123	95.610931
Capn9	0	0	0.046571	0
Arv1	0.608449	0.250204	8.82486	11.999263
2310022B05Rik	4.267919	6.104355	27.911552	25.856905
2810004N23Rik	14.171336	14.6798	25.495987	24.056313
Gnpat	14.338111	13.488488	19.741062	19.064266
Sprtn	3.142491	3.203341	5.598121	7.288905
Egln1	5.398035	4.454758	53.284943	64.618004
Vps26b	7.92952	7.087429	17.419409	17.11408
Jam3	0.360281	0.155244	0.19927	0.495465
Snx19	5.742314	5.654133	7.155555	7.29587
St14	0.119424	0.061075	0.747968	0.628838
Aplp2	65.706314	64.357887	86.155159	89.726112
Birc3	6.12598	2.495886	13.57755	18.185345
Dcun1d5	16.563461	19.177414	35.2696	36.854958
Pdgfd	0.512267	0.064633	0.034951	0
Sesn3	2.315614	3.556785	2.310295	2.501307
Usp2	3.441978	6.300215	0.656359	0.513963
Thy1	0.113196	0.058319	0	0.09721
Nectin1	3.858185	2.554448	8.010817	7.202672
Oaf	84.1866	65.469772	11.606765	7.387471
Pou2f3	0	0	0.021212	0.184632
Grik4	0	0	0.00797	0
Sc5d	51.872189	46.326618	44.981522	41.740444
Ubash3b	0.141989	0.111471	0.06953	0.057512
Clmp	0.096527	0.07208	0.145447	0.06767
Rexo2	53.096149	57.692612	114.38707	107.318192
Nxpe2	2.64265	2.299314	0.040625	0.100214
Cul5	6.592255	8.393003	8.08655	7.377354
Barx2	0	0	0.235928	0.057134
Kcnj5	0	0.042753	0	0
Ets1	5.441357	4.111979	12.456409	16.858904
Kirrel3	0	0	0.01789	0
St3gal4	82.303741	74.947395	21.365973	15.994968
Dcps	11.597176	8.686852	9.611969	10.663695
Tirap	17.355822	16.004892	15.015268	11.36025
Srpr	97.874184	102.236343	87.12133	89.078262
Rpusd4	2.640532	2.720402	14.671107	16.077612
Abhd12	9.722324	6.752246	13.014599	13.492323
Acat1	82.85038	97.047539	8.315087	5.996194
Rdx	31.167173	33.757992	46.944126	45.265594
Fdx1	68.646416	73.554329	123.76236	113.30909
Btg4	0	0	0.197346	0.126879
4833427G06Rik	0	0	0.170696	0
Ppp2r1b	4.550956	7.318912	12.154011	17.885532
Alg9	3.828601	4.748022	26.557253	25.645212
Cryab	1.558484	0.724679	2.688964	2.107361
2310030G06Rik	11.253466	11.733716	20.120064	20.526688
Dixdc1	0.618827	0.597935	5.951365	8.668009
Tex12	0	0	0.055197	0.168155
Bco2	3.293525	2.66359	0.228304	0.620153
Pts	13.949223	12.168253	8.357749	6.316676
Plet1	0.354896	0.717664	25.445044	28.36339
Cadm1	5.734329	6.198185	7.701403	8.636642
Bud13	4.277826	1.672258	4.505718	5.532596
Zpr1	21.373102	20.521137	47.586296	49.037048
Apoa5	573.416138	532.90802	46.343464	42.670795
Apoa4	154.201828	394.64386	613.042908	555.185913
Apoc3	1912.248413	2102.937012	1474.274658	1363.755249
Apoa1	7336.93457	6737.451172	3452.9646	3389.75
Tagln	4.553742	2.944446	2.965654	4.657698
Bace1	6.099452	4.142824	3.68134	3.321918
Il10ra	0.622866	0.373088	0.133737	0.176471
Mpzl2	6.186724	7.100854	3.754921	2.427988
Arcn1	38.289597	51.735123	44.923496	48.223751
Ddx6	18.561426	24.19013	17.248911	18.466877
Treh	0.293685	0.733021	0.423328	0.328773
Pus3	2.187188	0.77874	5.948363	6.42976
Pdzd3	0	0	0.138848	0
Nlrx1	2.643716	1.82246	4.188146	4.769768
Trappc4	15.847085	14.355061	41.532993	39.068134
Chek1	0	0.185993	0.763606	0.918096
Slc37a4	119.904076	130.721634	44.781662	34.53867
Hyou1	71.62413	123.840233	18.164005	15.35273
Stt3a	28.382036	47.696686	26.707249	28.877472
Fez1	0	0	0	0.057371
Hinfp	2.58409	3.126566	6.368916	6.147771
C2cd2l	20.651823	30.156357	4.598007	4.285277
Tmem218	0.190597	0.269651	0.545274	0.44485
Slc37a2	0.150432	0.118833	0.618752	0.089281
Dpagt1	11.103467	15.431103	15.713198	19.41832
Robo4	3.951883	2.390212	0.395436	0.776908
Hmbs	23.662836	25.951471	16.609636	13.541027
